case:Project,concept:name,time:timestamp
project 147908,Request For Payment REJECTED by EMPLOYEE,2018-06-18 15:30:35+00:00
project 147908,Request For Payment SUBMITTED by EMPLOYEE,2018-07-04 12:19:45+00:00
project 147908,Request For Payment APPROVED by ADMINISTRATION,2018-07-04 12:19:58+00:00
project 147908,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-10 21:28:09+00:00
project 147908,Request Payment,2018-07-16 13:25:50+00:00
project 147908,Payment Handled,2018-07-19 17:32:04+00:00
project 151278,Request For Payment SUBMITTED by EMPLOYEE,2018-06-15 16:41:38+00:00
project 151278,Request For Payment APPROVED by ADMINISTRATION,2018-06-15 16:41:52+00:00
project 151278,Request For Payment APPROVED by BUDGET OWNER,2018-06-18 16:07:38+00:00
project 151278,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-25 05:15:19+00:00
project 151278,Request Payment,2018-06-28 09:09:52+00:00
project 151278,Payment Handled,2018-07-02 17:31:20+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-06-15 17:02:10+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-06-15 17:02:16+00:00
project 147546,Request For Payment APPROVED by BUDGET OWNER,2018-06-18 15:27:06+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-21 15:08:28+00:00
project 147546,Request Payment,2018-06-25 13:12:25+00:00
project 147546,Payment Handled,2018-06-28 17:31:36+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-06-16 12:32:31+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-06-16 12:32:49+00:00
project 147556,Request For Payment APPROVED by BUDGET OWNER,2018-06-21 13:42:46+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-26 12:35:22+00:00
project 147556,Request Payment,2018-06-28 13:10:26+00:00
project 147556,Payment Handled,2018-07-02 17:31:20+00:00
UNKNOWN,Request For Payment SUBMITTED by EMPLOYEE,2018-06-16 23:31:58+00:00
UNKNOWN,Request For Payment REJECTED by ADMINISTRATION,2018-06-16 23:32:01+00:00
UNKNOWN,Request For Payment REJECTED by EMPLOYEE,2018-06-18 16:01:26+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-06-17 00:08:49+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-06-17 00:10:27+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-18 15:34:09+00:00
project 147546,Request Payment,2018-06-20 17:12:56+00:00
project 147546,Payment Handled,2018-06-21 17:31:09+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-06-17 00:11:31+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-06-17 00:15:40+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-18 15:35:43+00:00
project 147546,Request Payment,2018-06-20 17:14:10+00:00
project 147546,Payment Handled,2018-06-21 17:31:09+00:00
project 147531,Request For Payment SUBMITTED by EMPLOYEE,2018-06-17 00:16:04+00:00
project 147531,Request For Payment APPROVED by ADMINISTRATION,2018-06-17 00:18:17+00:00
project 147531,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-19 13:03:13+00:00
project 147531,Request Payment,2018-06-20 17:11:13+00:00
project 147531,Payment Handled,2018-06-21 17:31:09+00:00
project 148052,Request For Payment SUBMITTED by EMPLOYEE,2018-06-17 16:06:51+00:00
project 148052,Request For Payment APPROVED by ADMINISTRATION,2018-06-17 16:09:12+00:00
project 148052,Request For Payment APPROVED by BUDGET OWNER,2018-06-21 13:43:20+00:00
project 148052,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-26 08:45:05+00:00
project 148052,Request Payment,2018-06-28 13:10:27+00:00
project 148052,Payment Handled,2018-07-02 17:31:20+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2018-06-17 23:22:23+00:00
project 147582,Request For Payment APPROVED by ADMINISTRATION,2018-06-17 23:23:05+00:00
project 147582,Request For Payment REJECTED by BUDGET OWNER,2018-06-18 16:30:51+00:00
project 147582,Request For Payment REJECTED by EMPLOYEE,2018-06-19 13:23:42+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 13:37:23+00:00
project 147582,Request For Payment APPROVED by ADMINISTRATION,2018-06-19 13:37:40+00:00
project 147582,Request For Payment APPROVED by BUDGET OWNER,2018-06-19 16:00:30+00:00
project 147582,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-21 18:56:55+00:00
project 147582,Request Payment,2018-06-27 10:04:39+00:00
project 147582,Payment Handled,2018-06-28 17:31:36+00:00
project 149268,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 09:07:58+00:00
project 149268,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 09:08:31+00:00
project 149268,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-18 09:49:37+00:00
project 149268,Request Payment,2018-06-19 08:10:53+00:00
project 149268,Payment Handled,2018-06-21 17:31:09+00:00
project 147620,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 09:16:10+00:00
project 147620,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 09:16:16+00:00
project 147620,Request For Payment APPROVED by BUDGET OWNER,2018-06-21 13:44:05+00:00
project 147620,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-26 10:19:45+00:00
project 147620,Request Payment,2018-06-26 11:29:19+00:00
project 147620,Payment Handled,2018-06-28 17:31:36+00:00
project 147860,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 09:28:25+00:00
project 147860,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 09:29:54+00:00
project 147860,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-18 16:24:06+00:00
project 147860,Request Payment,2018-06-19 09:59:42+00:00
project 147860,Payment Handled,2018-06-21 17:31:09+00:00
project 148681,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 10:37:48+00:00
project 148681,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 10:38:12+00:00
project 148681,Request For Payment APPROVED by BUDGET OWNER,2018-06-18 16:28:04+00:00
project 148681,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-19 08:54:51+00:00
project 148681,Request Payment,2018-06-21 09:16:29+00:00
project 148681,Payment Handled,2018-06-25 17:31:30+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 11:48:58+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 11:49:31+00:00
project 147843,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-20 08:48:54+00:00
project 147843,Request Payment,2018-06-21 10:26:58+00:00
project 147843,Payment Handled,2018-06-25 17:31:30+00:00
project 147649,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 13:42:46+00:00
project 147649,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 13:42:54+00:00
project 147649,Request For Payment APPROVED by BUDGET OWNER,2018-06-18 16:29:18+00:00
project 147649,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-25 05:15:19+00:00
project 147649,Request Payment,2018-07-10 13:26:03+00:00
project 147649,Payment Handled,2018-07-12 17:31:21+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 14:33:31+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 14:34:57+00:00
project 147556,Request For Payment APPROVED by BUDGET OWNER,2018-06-21 13:45:15+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-26 06:21:06+00:00
project 147556,Request Payment,2018-06-26 08:53:18+00:00
project 147556,Payment Handled,2018-06-28 17:31:36+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 14:36:43+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 14:37:02+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-21 13:45:45+00:00
project 147556,Request Payment,2018-06-26 09:04:46+00:00
project 147556,Payment Handled,2018-06-28 17:31:36+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 14:36:54+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-06-21 10:40:15+00:00
project 147843,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-26 09:03:51+00:00
project 147843,Request Payment,2018-07-02 10:06:38+00:00
project 147843,Payment Handled,2018-07-05 17:31:35+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 14:46:48+00:00
project 147556,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 14:47:12+00:00
project 147556,Request For Payment APPROVED by BUDGET OWNER,2018-06-19 08:09:14+00:00
project 147556,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-25 10:18:18+00:00
project 147556,Request Payment,2018-06-26 09:28:31+00:00
project 147556,Payment Handled,2018-06-28 17:31:36+00:00
project 147620,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 14:56:09+00:00
project 147620,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 14:57:15+00:00
project 147620,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-21 13:46:51+00:00
project 147620,Request Payment,2018-06-21 14:14:54+00:00
project 147620,Payment Handled,2018-06-25 17:31:30+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 15:25:42+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 15:26:02+00:00
project 147546,Request For Payment APPROVED by BUDGET OWNER,2018-06-19 09:58:29+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-26 05:15:43+00:00
project 147546,Request Payment,2018-06-26 08:59:11+00:00
project 147546,Payment Handled,2018-06-28 17:31:36+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 16:17:19+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 16:17:43+00:00
project 147843,Request For Payment APPROVED by BUDGET OWNER,2018-06-21 13:47:29+00:00
project 147843,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-26 16:08:15+00:00
project 147843,Request Payment,2018-06-27 12:13:02+00:00
project 147843,Payment Handled,2018-06-28 17:31:36+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 16:18:14+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 16:26:42+00:00
project 147843,Request For Payment APPROVED by BUDGET OWNER,2018-06-21 13:47:46+00:00
project 147843,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-26 16:08:15+00:00
project 147843,Request Payment,2018-06-27 12:14:27+00:00
project 147843,Payment Handled,2018-06-28 17:31:36+00:00
project 147620,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 17:54:51+00:00
project 147620,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 17:55:04+00:00
project 147620,Request For Payment APPROVED by BUDGET OWNER,2018-06-21 13:48:14+00:00
project 147620,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-25 11:44:13+00:00
project 147620,Request Payment,2018-06-25 15:39:42+00:00
project 147620,Payment Handled,2018-06-28 17:31:36+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 19:55:52+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2018-06-19 20:39:43+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-21 13:48:43+00:00
project 503,Request Payment,2018-06-26 08:50:40+00:00
project 503,Payment Handled,2018-06-28 17:31:36+00:00
UNKNOWN,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 20:33:48+00:00
UNKNOWN,Request For Payment REJECTED by ADMINISTRATION,2018-06-18 20:34:47+00:00
UNKNOWN,Request For Payment REJECTED by EMPLOYEE,2018-06-19 17:09:54+00:00
project 503,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 20:39:03+00:00
project 503,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 20:39:37+00:00
project 503,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-19 17:08:20+00:00
project 503,Request Payment,2018-06-21 10:45:04+00:00
project 503,Payment Handled,2018-06-25 17:31:30+00:00
UNKNOWN,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 21:59:50+00:00
UNKNOWN,Request For Payment REJECTED by ADMINISTRATION,2018-06-18 22:01:33+00:00
UNKNOWN,Request For Payment REJECTED by EMPLOYEE,2018-06-19 16:59:17+00:00
project 147582,Request For Payment SUBMITTED by EMPLOYEE,2018-06-18 22:00:32+00:00
project 147582,Request For Payment APPROVED by ADMINISTRATION,2018-06-18 22:02:15+00:00
project 147582,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-19 08:44:01+00:00
project 147582,Request Payment,2018-06-19 15:17:23+00:00
project 147582,Payment Handled,2018-06-21 17:31:09+00:00
project 147908,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 08:22:14+00:00
project 147908,Request For Payment APPROVED by ADMINISTRATION,2018-06-19 08:22:18+00:00
project 147908,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-19 08:57:14+00:00
project 147908,Request Payment,2018-06-26 11:39:58+00:00
project 147908,Payment Handled,2018-06-28 17:31:36+00:00
project 151278,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 09:01:23+00:00
project 151278,Request For Payment APPROVED by ADMINISTRATION,2018-06-19 09:01:43+00:00
project 151278,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-19 17:07:42+00:00
project 151278,Request Payment,2018-06-21 10:18:00+00:00
project 151278,Payment Handled,2018-06-25 17:31:30+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 09:36:30+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-06-19 09:36:35+00:00
project 147546,Request For Payment APPROVED by BUDGET OWNER,2018-06-21 16:36:40+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-26 09:04:14+00:00
project 147546,Request Payment,2018-07-11 13:44:38+00:00
project 147546,Payment Handled,2018-07-12 17:31:21+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 09:37:45+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-06-19 09:37:47+00:00
project 147546,Request For Payment APPROVED by BUDGET OWNER,2018-06-21 16:37:55+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-26 09:04:48+00:00
project 147546,Request Payment,2018-07-11 13:43:47+00:00
project 147546,Payment Handled,2018-07-12 17:31:21+00:00
project 153345,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 09:42:08+00:00
project 153345,Request For Payment APPROVED by ADMINISTRATION,2018-06-19 09:42:12+00:00
project 153345,Request For Payment APPROVED by BUDGET OWNER,2018-06-21 16:39:08+00:00
project 153345,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-26 09:04:30+00:00
project 153345,Request Payment,2018-07-18 11:38:16+00:00
project 153345,Payment Handled,2018-07-19 17:32:04+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 10:37:13+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-06-19 10:37:24+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-22 10:02:09+00:00
project 147546,Request Payment,2018-06-25 16:14:51+00:00
project 147546,Payment Handled,2018-06-28 17:31:36+00:00
project 147620,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 10:46:34+00:00
project 147620,Request For Payment APPROVED by ADMINISTRATION,2018-06-19 10:46:42+00:00
project 147620,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-04 11:51:42+00:00
project 147620,Request Payment,2018-07-05 07:55:09+00:00
project 147620,Payment Handled,2018-07-09 17:31:27+00:00
project 147843,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 11:07:22+00:00
project 147843,Request For Payment APPROVED by ADMINISTRATION,2018-06-19 11:07:30+00:00
project 147843,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-20 08:44:09+00:00
project 147843,Request Payment,2018-06-22 14:18:06+00:00
project 147843,Payment Handled,2018-06-25 17:31:30+00:00
project 147546,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 13:05:45+00:00
project 147546,Request For Payment APPROVED by ADMINISTRATION,2018-06-19 13:06:35+00:00
project 147546,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-19 16:53:00+00:00
project 147546,Request Payment,2018-06-20 13:41:19+00:00
project 147546,Payment Handled,2018-06-21 17:31:09+00:00
UNKNOWN,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 13:19:05+00:00
UNKNOWN,Request For Payment REJECTED by ADMINISTRATION,2018-06-19 13:19:34+00:00
UNKNOWN,Request For Payment REJECTED by EMPLOYEE,2018-06-20 15:12:04+00:00
project 147908,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 13:39:42+00:00
project 147908,Request For Payment APPROVED by ADMINISTRATION,2018-06-19 13:39:51+00:00
project 147908,Request For Payment APPROVED by BUDGET OWNER,2018-06-19 17:06:20+00:00
project 147908,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-21 08:56:30+00:00
project 147908,Request Payment,2018-06-27 09:53:50+00:00
project 147908,Payment Handled,2018-06-28 17:31:36+00:00
project 147572,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 14:36:26+00:00
project 147572,Request For Payment APPROVED by ADMINISTRATION,2018-06-19 14:37:28+00:00
project 147572,Request For Payment APPROVED by BUDGET OWNER,2018-06-19 17:04:37+00:00
project 147572,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-26 05:15:43+00:00
project 147572,Request Payment,2018-06-26 09:23:21+00:00
project 147572,Payment Handled,2018-06-28 17:31:36+00:00
project 157178,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 14:44:21+00:00
project 157178,Request For Payment APPROVED by ADMINISTRATION,2018-06-19 14:46:17+00:00
project 157178,Request For Payment APPROVED by BUDGET OWNER,2018-06-20 15:21:24+00:00
project 157178,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-21 09:15:13+00:00
project 157178,Request Payment,2018-06-23 12:15:44+00:00
project 157178,Payment Handled,2018-06-28 17:31:36+00:00
project 147551,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 14:56:10+00:00
project 147551,Request For Payment APPROVED by ADMINISTRATION,2018-06-19 15:01:06+00:00
project 147551,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-02 14:57:31+00:00
project 147551,Request Payment,2018-07-03 09:42:34+00:00
project 147551,Payment Handled,2018-07-05 17:31:35+00:00
UNKNOWN,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 15:19:10+00:00
UNKNOWN,Request For Payment REJECTED by ADMINISTRATION,2018-06-19 15:19:25+00:00
UNKNOWN,Request For Payment REJECTED by EMPLOYEE,2018-06-20 07:50:47+00:00
project 147556,Request For Payment SUBMITTED by EMPLOYEE,2018-06-19 15:26:16+00:00
